oṃnamaḥśukrabṛhaspatibhyāṃ	Óm Salutation to Sukra and Brihaspati
te hy asya marmajñabhayān naaparādhyanti iti // sādhāraṇaeṣa doṣaḥ iti pārāśarāḥ // teṣām api marmajñabhayāt kṛtaakṛtāny anuvarteta //	with the king, they would never hurt him lest he would betray their secrets Common is this fear, says Parásara, for under the fear of betrayal of his own secrets, the king may also follow them in their good and bad acts
yāvadbhyo guhyam ācaṣṭe janebhyaḥ puruṣaadhipaḥ /	Under the control of as many persons as are made aware by the king of his own secrets, might he place himself in all humility by that disclosure
yaenam āpatsu prāṇaābādhayuktāsv anugṛhṇīyus tān amātyān kurvīta, dṛṣṭaanurāgatvāt iti // naiti piśunaḥ // bhaktir eṣā na buddhiguṇaḥ //	Hence he shall employ as ministers those who have proved faithful to him under difficulties fatal to life and are of tried devotion Kautilyas Arthashastra No, says Pisuna, for this is devotion, but not intelligence buddhigunah
saṃkhyātaartheṣu karmasu niyuktā ye yathāādiṣṭam arthaṃ saviśeṣaṃ vā kuryus tān amātyān kurvīta, dṛṣṭaguṇatvāt iti // naiti kauṇapadantaḥ // anyair amātyaguṇair ayuktā hy ete //	He shall appoint as ministers those who, when employed as financial matters, show as much as, or more than, the fixed revenue, and are thus of tried ability No, says Kaunapadanta, for such persons are devoid of other ministerial qualifications;
pitṛpaitāmahān amātyān kurvīta,	he shall, therefore, employ as ministers those whose fathers and grandfathers had been ministers before;
te hy enam apacarantam api na tyajanti, sagandhatvāt //	such persons, in virtue of their knowledge of past events and of an established relationship with the king, will, though offended, never desert him;
amānuṣeṣv api caetad dṛśyate //	for such faithfulness is seen even among dumb animals;
gāvo hy asagandhaṃ gogaṇam atikramya sagandheṣv evaavatiṣṭhante iti // naiti vātavyādhiḥ // te hy asya sarvam avagṛhya svāmivat pracaranti //	cows, for example, stand aside from strange cows and ever keep company with accustomed herds No, says Vátavyádhi, for such persons, having acquired complete dominion over the king, begin to play themselves as the king
tasmān nītivido navān amātyān kurvīta //	Hence he shall employ as ministers such new persons as are proficient in the science of polity
navās tu yamasthāne daṇḍadharaṃ manyamānā naaparādhyanti iti // naiti bāhudantī putraḥ //	It is such new persons who will regard the king as the real sceptrebearer dandadhara and dare not offend him No, says the son of Báhudantí a woman;
śāstravid adṛṣṭakarmā karmasu viṣādaṃ gacchet //	for a man possessed of only theoretical knowledge and having no experience of practical politics is likely to commit serious blunders when engaged in actual works
tasmād abhijanaprajñāśaucaśauryaanurāgayuktān amātyān kurvīta, guṇaprādhānyāt iti // sarvam upapannam iti kauṭilyaḥ //	Hence he shall employ as ministers such as are born of high family and possessed of wisdom, purity of purpose, bravery and loyal feelings inasmuch as ministerial appointments shall purely depend on qualifications This, says Kautilya, is satisfactory in all respects;
kāryasāmarthyādd hi puruṣasāmarthyaṃ kalpyate //	for a mans ability is inferred from his capacity shown in work
sāmarthyaś ca vibhajyaamātyavibhavaṃ deśakālau ca karma ca / amātyāḥ sarva evaete kāryāḥ syur na tu mantriṇaḥ //	And in accordance in difference in the working capacity, Having divided the spheres of their powers and having Kautilyas Arthashastra 0 definitely taken into consideration the place and time where and when they have to work, such persons shall be employed not as councillors mantrinah but as ministerial officers amátyah
/ jānapado abhijātaḥ svavagrahaḥ kṛtaśilpaś cakṣuṣmān prājño dhārayiṣṇur dakṣo vāgmī pragalbhaḥ pratipattimān utsāhaprabhāvayuktaḥ kleśasahaḥ śucir maitro dṛḍhabhaktiḥ śīlabalaārogyasattvayuktaḥ stambhacāpalahīnaḥ sampriyo vairāṇām	THE CREATION OF COUNCILLORS AND PRIESTS NATIVE, born of high family, influential, well trained in arts, possessed of foresight, wise, of strong memory, bold, eloquent, skillful, intelligent, possessed of enthusiasm, dignity, and endurance, pure in character, affable, firm in loyal devotion, endowed with excellent conduct, strength, health and bravery, free from procrastination and ficklemindedness, affectionate, and free from such qualities as excite hatred and enmitythese are the qualifications of a ministerial officer amátyasampat
ataḥ pādaarghaguṇahīnau madhyamaavarau //	Such as are possessed of onehalf or onequarter of the above qualifications come under middle and low ranks
teṣāṃ janapadabhijanam avagrahaṃ caāptataḥ parīkṣeta,	Of these qualifications, native birth and influential position shall be ascertained from reliable persons;
samānavidyebhyaḥ śilpaṃ śāstracakṣuṣmattāṃ ca, karmaārambheṣu prajñāṃ dhārayiṣṇutāṃ dākṣyaṃ ca,	educational qualifications silpa from professors of equal learning; theoretical and practical knowledge, foresight, retentive memory, and affability shall be tested from successful, application in works;
kathāyogeṣu vāgmitvaṃ prāgalbhyaṃ pratibhānavattvaṃ ca,	eloquence, skillfulness and flashing intelligence from power shown in narrating stories katháyogeshu, ie, in conversation;
saṃvāsibhyaḥ śīlabalaārogyasattvayogam astambham acāpalaṃ ca, pratyakṣataḥ sampriyatvam avairatvaṃ ca //	purity of life, friendly disposition, and loyal devotion by frequent association; Kautilyas Arthashastra conduct, strength, health, dignity, and freedom from indolence and ficklemindedness shall be ascertained from their intimate friends;
pratyakṣaparokṣaanumeyā hi rājavṛttiḥ // svayaṃ drṣṭaṃ pratyakṣam //	and affectionate and philanthrophic nature by personal experience The works of a king may be visible, invisible paroksha and inferential That which he sees is visible;
paraupadiṣṭaṃ parokṣam //	and that which he is taught by another is invisible;
karmasu kṛtenaakṛtaavekṣaṇam anumeyam //	and inference of the nature of what is not accomplished from what is accomplished is inferential
yaugapadyāt tu karmaṇām anekatvād anekasthatvāc ca deśakālaatyayo mā bhūd iti parokṣam amātyaiḥ kārayet //	As works do not happen to be simultaneous, are various in form, and pertain to distant and different localities, the king shall, in view of being abreast of time and place, depute his ministers to carry them out
ity amātyakarma /	Such is the work of ministers
purohitam uditauditakulaśīlaṃ saaṅge vede daive nimitte daṇḍanītyāṃ caabhivinītam āpadāṃ daivamānuṣīṇām atharvabhir upāyaiś ca pratikartāraṃ kurvīta //	Him whose family and character are highly spoken of, who is well educated in the Vedás and the six Angas, is skillful in reading portents providential or accidental, is well versed in the science of government, and who is obedient and who can prevent calamities providential or human by performing such expiatory rites as are prescribed in the Atharvaveda, the king shall employ as high priest
tam ācāryaṃ śiṣyaḥ pitaraṃ putro bhṛtyaḥ svāminam iva caanuvarteta //	As a student his teacher, a son his father, and a servant his master, the king shall follow him
brāhmaṇenaedhitaṃ kṣatraṃ mantrimantraabhimantritam / jayaty ajitam atyantaṃ śāstraanugamaśastritam //	That Kshatriya breed which is brought up by Bráhmans, is charmed with the counsels of good councillors, and which faithfully follows the precepts of the sástras becomes invincible and attains success though unaided with weapons
mantripurohitasakhaḥ sāmānyeṣv adhikaraṇeṣu sthāpayitvāamātyān upadhābhiḥ śodhayet // purohitam ayājyayājanaadhyāpane niyuktam amṛṣyamāṇaṃ rājāavakṣipet //	ASSISTED by his prime minister mantri and his high priest, the king shall, by offering temptations, examine the character of ministers amátya appointed in government departments of ordinary nature The king shall dismiss a priest who, when ordered, refuses to teach the Vedás to an outcaste person or to officiate in a sacrificial performance apparently undertaken by an outcaste person ayájya
sa sattribhiḥ śapathapūrvam ekaikam amātyam upajāpayet adhārmiko ayaṃ rājā,	Then the dismissed priest shall, through the medium of spies under the guise of classmates satri, instigate each minister one after another, saying on oath this king is unrighteous;
sādhu dhārmikam anyam asya tatkulīnam aparuddhaṃ kulyam ekapragrahaṃ sāmantam āṭavikam aupapādikaṃ vā pratipādayāmaḥ,	well let us set up in his place another king who is righteous, or who is born of the same family as of this king, or who is kept imprisoned, or a neighbouring king of his family and of selfsufficiency ekapragraha, or a wild chief atavika, or an upstart aupapádika;
sarveṣām etad rocate,	this attempt is to the liking of all of us;
kathaṃ vā tava iti // pratyākhyāne śuciḥ /	what dost thou think ? If any one or all of the ministers refuse to acquiesce in such a measure, he or they shall be considered pure
iti dharmaupadhā //	This is what is called religious allurement
senāpatir asatpragraheṇaavakṣiptaḥ sattribhir ekaikam amātyam upajāpayet lobhanīyenaarthena rājavināśāya, sarveṣām etad rocate,	A commander of the army, dismissed from service for receiving condemnable things asatpragraha may, through the agency of spies under the guise of classmates satri, incite each minister to murder the king in view of acquiring immense wealth, each minister being asked this attempt is to the liking of all of us;
kathaṃ vā tava iti // pratyākhyāne śuciḥ /	what dost thou think? Kautilyas Arthashastra If they refuse to agree, they are to be considered pure
ity arthaupadhā //	This is what is termed monetary allurement
parivrājikā labdhaviśvāsāantaḥpure kṛtasatkārā mahāmātram ekaikam upajapet rājamahiṣī tvāṃ kāmayate kṛtasamāgamaupāyā,	A womanspy under the guise of an ascetic and highly esteemed in the harem of the king may allure each prime minister mahámátra one after another, saying the queen is enamoured of thee and has made arrangements for thy entrance into her chamber;
mahān arthaś ca te bhaviṣyati iti // pratyākhyāne śuciḥ /	besides this, there is also the certainty of large acquisitions of wealth If they discard the proposal, they are pure
iti kāmaupadhā //	This is what is styled loveallurement
prahavaṇanimittam eko amātyaḥ sarvān amātyān āvāhayet //	With the intention of sailing on a commercial vessel prahavananimittam, a minister may induce all other ministers to follow him
tenaudvegena rājā tān avarundhyāt //	Apprehensive of danger, the king may arrest them all
kāpaṭikaś caatra pūrvaavaruddhas teṣām arthamānaavakṣiptam ekaikam amātyam upajapet asat pravṛtto ayaṃ rājā,	A spy under the guise of a fraudulent disciple, pretending to have suffered imprisonment may incite each of the ministers thus deprived of wealth and rank, saying, the king has betaken himself to an unwise course;
sādhv enaṃ hatvāanyaṃ pratipādayāmaḥ,	well, having murdered him, let us put another in his stead
sarveṣām etad rocate,	We all like this;
kathaṃ vā tava iti // pratyākhyāne śuciḥ /	what dost thou think? If they refuse to agree, they are pure
iti bhayaupadhā //	This is what is termed allurement under fear
tatra dharmaupadhāśuddhān dharmasthīyakaṇṭakaśodhaneṣu karmasu sthāpayet,	Of these tried ministers, those whose character has been tested under religious allurements shall be employed in civil and criminal courts dharmasthaníyakantaka sodhaneshu;
arthaupadhāśuddhān samāhartṛsamnidhātṛnicayakarmasu, kāmaupadhā śuddhān bāhyaābhyantaravihārarakṣāsu,	those whose purity has been tested under monetary allurements shall be employed in the work of a revenue collector and chamberlain; those who have been tried under loveallurements shall be appointed to superintend the pleasuregrounds vihára both external and internal;
bhayaupadhāśuddhān āsannakāryeṣu rājñaḥ //	those who have been tested by allurements under fear shall be appointed to immediate service;
sarvaupadhāśuddhān mantriṇaḥ kuryāt // sarvatraaśucīn khanidravyahastivanakarmaanteṣu upayojayet //	and those Kautilyas Arthashastra whose character has been tested under all kinds of allurements shall be employed as prime ministers mantrinah, while those who are proved impure under one or all of these allurements shall be appointed in mines, timber and elephant forests, and manufactories
