yaḥ soma sakhye tava raraṇat deva martyaḥ tam dakṣaḥ sacate kavi ḥ	O Soma, God, the mortal man who in thy friendship hath delight, Him doth the mighty Sage befriend.
saḥ savyena yamati vrādhataḥ cit saḥ dakṣiṇe sam gr̥bhītā kr̥tāni saḥ kīriṇā cit sanitā dhanāni marutvān naḥ bhavatu indraḥ ūtī	He with his left hand checketh even the mighty, and with his righthand gathereth up the booty. Even with the humble he acquireth riches. May Indra, girt by Maruts, be our succour.
saḥ grāmebhiḥ sanitā saḥ rathebhiḥ vide viśvābhiḥ kr̥ṣti bhiḥ nu adya saḥ paiṁsyebhiḥ abhi bhūḥ aśastīḥ marutvān naḥ bhavatu indraḥ ūtī	With hosts on foot and cars he winneth treasures: well is he known this day by all the people. With manly might he conquereth those who hate him. May Indra, girt by Maruts, be our succour.
saḥ jāmi bhiḥ yat sam ajāti mīl̥he ajāmi bhiḥ vā puru hūtaḥ evaiḥ apām tokasya tanayasya jeṣe marutvān naḥ bhavatu indraḥ ūtī	When in his ways with kinsmen or with strangers he speedeth to the fight, invoked of many, For gain of waters, and of sons and grandsons, may Indra, girt by Maruts, be our succour.
saḥ vajra bhr̥t dasyu hā bhīmaḥ ugraḥ sahasra cetāḥ śata nīthaḥ r̥bhvā camrīṣaḥ na śavasā pāñca janyaḥ marutvān naḥ bhavatu indraḥ ūtī	Awful and fierce, fiend-slayer, thunder-wielder, with boundless knowledge, hymned by hundreds, mighty, In strength like Soma, guard of the Five Peoples, may Indra, girt by Maruts, be our succour.
tasya vajraḥ krandati smat svaḥ sāḥ divaḥ na tveṣaḥ ravathaḥ śimī vān tam sacante sanayaḥ tam dhanāni marutvān naḥ bhavatu indraḥ ūtī	Winning the light, hitherward roars his thunder like the terrific mighty voice of Heaven. Rich gifts and treasures evermore attend him. May Indra, girt by Maruts, be our succour.
yasya ajasram śavasā mānam uktham pari bhujat rodasī iti viśvataḥ sīm saḥ pāriṣat kratu bhiḥ mandasānaḥ marutvān naḥ bhavatu indraḥ ūtī	Whose home eternal through his strength surrounds him on every side, his laud, the earth and heaven, May he, delighted with our service, save us. May Indra, girt by Maruts, be our succour.
na yasya devāḥ devatā na martā āpaḥ cana śavasaḥ antam āpuḥ saḥ pra rikvā tvakṣasā kṣmaḥ divaḥ ca marutvān naḥ bhavatu indraḥ ūtī	The limit of whose power not Gods by Godhead, nor mortal men have reached, nor yet the Waters. Both Earth and Heaven in vigour he surpasseth. May Indra, girt by Maruts, he our succour.
rohit śyāvā sumat aṁśuḥ lalāmīḥ dyukṣā rāye r̥jra aśvasya vr̥ṣaṇ vantam bibhratī dhūḥ su ratham mandrā ciketa nāhuṣīṣu vikṣu	The red and tawny mare, blaze-marked, high standing, celestial who, to bring R̥ijrâṣva riches, Drew at the pole the chariot yoked with stallions, joyous, among the hosts of men was noted.
etat tyat te indra vr̥ṣṇe uktham vārṣāgirāḥ abhi gr̥ṇanti rādhaḥ r̥jra aśvaḥ praṣṭi bhiḥ ambarīṣaḥ saha devaḥ bhayamānaḥ su rādhāḥ	The Vârshâgiras unto thee, O Indra, the Mighty One, sing forth this laud to please thee, R̥ijrâṣva with his fellows, Ambarîsha, Surâdhâs, Sahadeva, Bhayamâna.
dasyūn śimyūn ca puru hūtaḥ evaiḥ hatvā pr̥thivyām śarvā ni barhīt sanat kṣetram sakhi bhiḥ śvitnyebhiḥ sanat sūryam sanat apaḥ su vajraḥ	He, much invoked, hath slain Dasyus and Ṣimyus, after his wont, and laid them low with arrows. The mighty Thunderer with his fair-complexioned friends won the land, the sunlight, and the waters.
viśvāhā indraḥ adhi vaktā naḥ astu apari hvr̥tāḥ sanuyāma vājam tat naḥ mitraḥ varuṇaḥ mamahantām aditiḥ sindhuḥ pr̥thivī uta dyauḥ	May Indra evermore be our protector, and unimperilled may we win the booty. This prayer of ours may Varuṇa grant, and Mitra, and Aditi and Sindhu, Earth and Heaven.
pra mandine pitu mat arcata vacaḥ yaḥ kr̥ṣṇa garbhāḥ niḥ ahan r̥jiśvanā avasyavaḥ vr̥ṣaṇam vajra dakṣiṇam marutvantam sakhyāya havāmahe	SING, with oblation, praise to him who maketh glad, who with R̥ijiṣvan drove the dusky brood away. Fain for help, him the strong whose right hand wields the bolt, him girt by Maruts we invoke to be our Friend.
yaḥ vi aṁsam jahr̥ṣāṇena manyunā yaḥ śambaram yaḥ ahan piprum avratam indraḥ yaḥ śuṣṇam aśuṣam ni avr̥ṇak marutvantam sakhyāya havāmahe	Indra, who with triumphant wrath smote Vyansa down, and Ṣambara, and Pipru the unrighteous one; Who extirpated Ṣushṇa the insatiate, him girt by Maruts we invoke to be our Friend.
yasya dyāvāpr̥thivī iti paiṁsyam mahat yasya vrate varuṇaḥ yasya sūryaḥ yasya indrasya sindhavaḥ saścati vratam marutvantam sakhyāya havāmahe	He whose great work of manly might is heaven and earth, and Varuṇa and Sûrya keep his holy law; Indra, whose law the rivers follow as they flow,– him girt by Maruts we invoke to be our Friend.
yaḥ aśvānām yaḥ gavām go patiḥ vaśī yaḥ āritaḥ karmaṇi karmaṇi sthiraḥ vīl̥oḥ cit indraḥ yaḥ asunvataḥ vadhaḥ marutvantam sakhyāya havāmahe	He who is Lord and Master of the steeds and kine, honoured -the firm and sure- at every holy act; Stayer even of the strong who pours no offering out, -him girt by Maruts we invoke to be our Friend.
yaḥ viśvasya jagataḥ prāṇataḥ patiḥ yaḥ brahmaṇe prathamaḥ gāḥ avi ndat indraḥ yaḥ dasyūn adharān ava atirat marutvantam sakhyāya havāmahe	He who is Lord of all the world that moves and breathes, who for the Brahman first before all found the Cows; Indra who cast the Dasyus down beneath his feet,– him girt by Maruts we invoke to be our Friend.
yaḥ śūrebhiḥ havyaḥ yaḥ ca bhīru bhiḥ yaḥ dhāvat bhiḥ hūyate yaḥ ca jigyubhiḥ indram yam viśvā bhuvanā abhi sam dadhuḥ marutvantam sakhyāya havāmahe	Whom cowards must invoke and valiant men of war, invoked by those who conquer and by those who flee; Indra, to whom all beings turn their constant thought,– him girt by Maruts we invoke to be our Friend.
rudrāṇām eti pra diśā vi cakṣaṇaḥ rudrebhiḥ yoṣā tanute pr̥thu jrayaḥ indram manīṣā abhi arcati śrutam marutvantam sakhyāya havāmahe	Refulgent in the Rudras' region he proceeds, and with the Rudras through the wide space speeds the Dame. The hymn of praise extols Indra the far-renowned: him girt by Maruts we invoke to be our Friend.
yat vā marutvaḥ parame sadha sthe yat vā avame vr̥jane mādayāse ataḥ ā yāhi adhvaram naḥ accha tvāyā haviḥ cakr̥ma satya rādhaḥ	O girt by Maruts, whether thou delight thee in loftiest gathering-place or lowly dwelling, Come thence unto our rite, true boon-best-ower: through love of thee have we prepared oblations.
tvāyā indra somam susuma su dakṣa tvāyā haviḥ cakr̥ma brahma vāhaḥ adha ni yutvaḥ sa gaṇaḥ marut bhiḥ asmin yajñe barhiṣi mādayasva	We, fain for thee, strong Indra, have pressed Soma, and, O thou sought with prayer, have made oblations. Now at this sacrifice, with all thy Maruts, on sacred grass, O team-borne God, rejoice thee.
mādyasva hari bhiḥ ye te indra vi syasva śipre vi sr̥jasva dheneiti ā tvā su śipra harayaḥ vahantu uśan havyāni prati naḥ juṣasva	Rejoice thee with thine own Bay Steeds, O Indra, unclose thy jaws and let thy lips be open. Thou with the fair cheek, let thy Bay Steeds bring thee: gracious to us, he pleased with our oblation.
marut stotrasya vr̥janasya gopāḥ vayam indreṇa sanuyāma vājam tat naḥ mitraḥ varuṇaḥ mamahantām aditiḥ sindhuḥ pr̥thivī uta dyauḥ	Guards of the camp whose praisers are the Maruts, may we through Indra, get ourselves the booty. This prayer of ours may Varuṇa grant, and Mitra, and Aditi and Sindhu, Earth and Heaven.
imām te dhiyam pra bhare mahaḥ mahīm asya stotre dhiṣaṇā yat te ānaje tam ut save ca pra save ca sasahim indram devāsaḥ śavasā amadan anu	To thee the Mighty One I bring this mighty hymn, for thy desire hath been gratified by my laud. In Indra, yea in him victorious through his strength, the Gods have joyed at feast and when the Soma flowed.
asya śravaḥ nadyaḥ sapta bibhrati dyāvākṣāmā pr̥thivī darśatam vapuḥ asme iti sūryācandramasā abhi cakṣe śraddhe kam indra carataḥ vi tarturam	The Seven Rivers bear his glory far and wide, and heaven and sky and earth display his comely form. The Sun and Moon in change alternate run their course, that we, O Indra, may behold and may have faith.
tam sma ratham magha van pra ava sātaye jaitram yam te anu madāma sam game ājā naḥ indra manasā puru stuta tvāyat bhyaḥ magha van śamar yaccha naḥ	Maghavan, grant us that same car to bring us spoil, thy conquering car in which we joy in shock of fight. Thou, Indra, whom our hearts praise highly in the war, grant shelter, Maghavan, to us who love thee well.
vayam jayema tvayā yujā vr̥tam asmākam aṁśam ut ava bhare bhare asmabhyam indra varivaḥ su gam kr̥dhi pra śatrūṇām magha van vr̥ṣṇyā ruja	Encourage thou our side in every fight: may we, with thee for our ally, conquer the foeman's host. Indra, bestow on us joy and felicity break down, O Maghavan, the vigour of our foes.
nānā hi tvā havamānāḥ janāḥ ime dhanānām dhartaḥ avasā vipanyavaḥ asmākam sma ratham ā tiṣṭha sātaye jaitram hi indra ni bhr̥tam manaḥ tava	For here in divers ways these men invoking thee, holder of treasures, sing hymns to win thine aid. Ascend the car that thou mayest bring spoil to us, for, Indra, thy fixt winneth the victory.
go jitā bāhū iti amita kratuḥ simaḥ karman karman śata mūrtiḥ khajam karaḥ akalpaḥ indraḥ prati mānam ojasā atha janāḥ vi hvayante sisāsavaḥ	His arms win kine, his power is boundless in each act best, with a hundred helps waker of battle's din Is Indra: none may rival him in mighty strength. Hence, eager for the spoil the people call on him.
ut te śatāt magha van ut cabhūyasaḥ ut sahasrāt ririce kr̥ṣṭiṣu śravaḥ amātram tvā dhiṣaṇā titviṣe mahī adha vr̥trāṇi jighnase puram dara	Thy glory, Maghavan, exceeds a hundred yea, more than a hundred, than a thousand mid the folk, The great bowl hath inspirited thee boundlessly: so mayst thou slay the Vr̥itras breaker-down of forts!
triviṣṭi dhātu prati mānam ojasaḥ tisraḥ bhūmīḥ nr̥ pate trīṇi rocanā at i idam viśvam bhuvanam vavakṣitha aśatruḥ indra januṣā sanāt asi	Of thy great might there is a three counterpart, the three earths, Lord men and the three realms of light. Above this whole world, Indra, thou hast waxen great: without a foe art thou, nature, from of old.
tvām deveṣu prathamam havāmahe tvam babhūtha pr̥tanāsu sasahiḥ saḥ imam naḥ kārum upa manyum ut bhidam indraḥ kr̥ṇotu pra save ratham puraḥ	We invocate thee first among the Deities: thou hast become a mighty Conquer in fight. May Indra fill with spirit this our singer's heart, and make our car impetuous, foremost in attack.
tvam jigetha na dhanā rurodhitha arbheṣu ājā magha van mahat su ca tvām ugram avase sam śiśīmasi atha naḥ indra havaneṣu codaya	Thou hast prevailed, and hast not kept the booty back, in trifling battles in those of great account. We make thee keen, the Mighty One, succour us: inspire us, Maghavan, when we defy the foe.
viśvāhā indraḥ adhi vaktā naḥ astu apari hvr̥tāḥ sanuyāma vājam tat naḥ mitraḥ varuṇaḥ mamahantām aditiḥ sindhuḥ pr̥thivī uta dyauḥ	May Indra evermore be our Protector, and unimperilled may we win the booty. This prayer of ours may Vartuna grant and Mitra, and Aditi and Sindhu, Earth and Heaven.
tat te indriyam paramam parācaiḥ adhārayanta kavayaḥ purā idam kṣamā idam anyat divi anyat asya sam īm iti pr̥cyate samanāiva ketuḥ	THAT highest Indra-power of thine is distant: that which is here sages possessed aforetime. This one is on the earth, in heaven the other, and both unite as flag with flag in battle.
saḥ dhārayat pr̥thivīm paprathat ca vajreṇa hatvā niḥ apaḥ sasarja ahan ahim abhinat rauhiṇam vi ahan vi aṁsam magha vā śacībhiḥ	He spread the wide earth out and firmly fixed it, smote with his thunderbolt and loosed the waters. Maghavan with his puissance struck down Ahi, rent Rauhiṇa to death and slaughtered Vyansa.
saḥ jātū bharmā śrat dadhānaḥ ojaḥ puraḥ vi bhindan acarat vi dāsīḥ vi dvān vajrin dasyave hetim asya āryam sahaḥ vardhaya dyumnam indra	Armed with his bolt and trusting in his prowess he wandered shattering the forts of Dâsas. Cast thy dart, knowing, Thunderer, at the Dasyu; increase the Arya's might and glory, Indra.
tat ūcuṣe mānuṣā imā yugāni kīrtenyam magha vā nāma bibhrat upa prayan dasyu hatyāya vajrī yat ha sūnuḥ śravase nāma dadhe	For him who thus hath taught these human races, Maghavan, bearing a fame-worthy title, Thunderer, drawing nigh to slay the Dasyus, hath given himself the name of Son for glory.
tat asya idam paśyata bhūri puṣṭam śrat indrasya dhattana vīryāya saḥ gāḥ avindat saḥ avindat aśvān saḥ oṣadhīḥ saḥ apaḥ saḥ vanāni	See this abundant wealth that he possesses, and put your trust in Indra's hero vigour. He found the cattle, and he found the horses, he found the plants, the forests and the waters.
bhūri karmaṇe vr̥ṣabhāya vr̥śṇe satya śuṣmāya sunavāma somam yaḥ ādr̥tya pari panthī iva śūraḥ ayajvanaḥ vi bhajan eti vedaḥ	To him the truly strong, whose deeds are many, to him the strong Bull let us pour the Soma. The Hero, watching like a thief in ambush, goes parting the possessions of the godless.
tat indra pra ava vīryam cakartha yat sasantam vajreṇa abodhayaḥ ah im anu tvā patnīḥ hr̥ṣitam vayaḥ ca viśve devāsaḥ amadan anu tvā	Well didst thou do that hero deed, O Indra, in waking with thy bolt the slumbering Ahi. in thee, delighted, Dames divine rejoiced them, the flying Maruts and all Gods were joyful.
śuṣṇam piprum kuyavam vr̥tram indra yadā avadhīḥ vi puraḥ śambarasya tat naḥ mitraḥ varuṇaḥ mamahantām aditiḥ sindhuḥ pr̥thivī uta dyauḥ	As thou hast smitten Ṣushṇa, Pipru, Vr̥itra and Kuyava, and Ṣambara's forts O Indra. This prayer of ours may Varuṇa grant, and Mitra, and Aditi and Sindhu, Earth and Heaven.
yoniḥ te indra ni sade akāri tam ā ni sīda svānaḥ na arvā vi mucya vayaḥ ava sāya aśvān doṣā vastoḥ vahīyasaḥ pra pitve	THE altar hath been made for thee to rest on: come like a panting courser and be seated. Loosen thy flying Steeds, set free thy Horses who bear thee swiftly nigh at eve and morning.
o iti tye naraḥ indram ūtaye guḥ nu cit tān sadyaḥ adhvanaḥ jagamyāt devāsaḥ manyum dāsasya ścamnan te naḥ ā vakṣan su vitāya varṇam	These men have come to Indra for assistance: shall he not quickly come upon these pathways? May the Gods quell the fury of the Dâsa, and may they lead our folk to happy fortune.
ava tmanā bharate keta vedāḥ ava tmanā bharate phenam udan kṣīreṇa snātaḥ kuyavasya yoṣeiti hate iti te iti syātām pravaṇe śiphāyāḥ	He who hath only wish as his possession casts on himself, casts foam amid the waters. Both wives of Kuyava in milk have bathed them: may they be drowned within the depth of Ṣiphâ.
